"restaurant_alias","restaurant_categories_0_alias","restaurant_categories_0_title","restaurant_categories_1_alias","restaurant_categories_1_title","restaurant_categories_2_alias","restaurant_categories_2_title","restaurant_coordinates_latitude","restaurant_coordinates_longitude","restaurant_display_phone","restaurant_distance","restaurant_id","restaurant_image_url","restaurant_is_closed","restaurant_location_address1","restaurant_location_address2","restaurant_location_address3","restaurant_location_city","restaurant_location_country","restaurant_location_display_address_0","restaurant_location_display_address_1","restaurant_location_display_address_2","restaurant_location_display_address_3","restaurant_location_state","restaurant_location_zip_code","restaurant_name","restaurant_phone","restaurant_price","restaurant_rating","restaurant_review_count","restaurant_transactions_0","restaurant_transactions_1","restaurant_transactions_2","restaurant_url"
"bungalo-lounge-bar-astoria-2","lounges","Lounges","hookah_bars","Hookah Bars","musicvenues","Music Venues","40.7616589","-73.9242411","(718) 204-7010","4572.72143889","eCBqpykksuIBI-KeSGwYDg","https://s3-media4.fl.yelpcdn.com/bphoto/ivqY2kR7uf_qgi39ONuUCw/o.jpg","False","32-03 Broadway","","","Astoria","US","32-03 Broadway","Astoria, NY 11106","","","NY","11106","Bungalo Lounge Bar","+17182047010","$$","2.5","142","","","","https://www.yelp.com/biz/bungalo-lounge-bar-astoria-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"nobu-fifty-seven-new-york-2","sushi","Sushi Bars","japanese","Japanese","asianfusion","Asian Fusion","40.7636210841","-73.9765048614","(212) 757-3000","414.363052199","SxKvgnkMMZdhBJcxxKQnww","https://s3-media3.fl.yelpcdn.com/bphoto/INqGC_ky4oZ_rPMcSjNlQA/o.jpg","False","40 W 57th St","None","","New York","US","40 W 57th St","New York, NY 10019","","","NY","10019","Nobu Fifty Seven","+12127573000","$$$$","4.0","1057","","","","https://www.yelp.com/biz/nobu-fifty-seven-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"cara-mia-new-york","italian","Italian","","","","","40.76069","-73.99066","(212) 262-6767","1024.36186449","2ZbGLUZpaJO8mdxi7UaVMQ","https://s3-media1.fl.yelpcdn.com/bphoto/3WiGJkmpOshG0RmApyn-6g/o.jpg","False","654 9th Ave","","","New York","US","654 9th Ave","New York, NY 10036","","","NY","10036","Cara Mia","+12122626767","$$","3.5","394","delivery","pickup","","https://www.yelp.com/biz/cara-mia-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"rizzos-fine-pizza-new-york-4","pizza","Pizza","wine_bars","Wine Bars","beerbar","Beer Bar","40.720852","-73.984456","(646) 454-1262","4405.61710353","nUpA3sY5b6dynC7aj0eV6A","https://s3-media3.fl.yelpcdn.com/bphoto/r4OPoXMhNig7p94wdW9yOA/o.jpg","False","17 Clinton St","","","New York","US","17 Clinton St","New York, NY 10002","","","NY","10002","Rizzo's Fine Pizza","+16464541262","$$","4.5","599","restaurant_reservation","delivery","pickup","https://www.yelp.com/biz/rizzos-fine-pizza-new-york-4?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"tribeca-tap-house-new-york","sportsbars","Sports Bars","gastropubs","Gastropubs","burgers","Burgers","40.71915","-74.00994","(212) 510-8939","5286.26286298","nIvmMwAakw6y6AqHqkf7rw","https://s3-media1.fl.yelpcdn.com/bphoto/4WCRqI9klYnNes8tkXPWrQ/o.jpg","False","363 Greenwich St","None","","New York","US","363 Greenwich St","New York, NY 10013","","","NY","10013","Tribeca Tap House","+12125108939","$$","3.0","153","delivery","pickup","","https://www.yelp.com/biz/tribeca-tap-house-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"la-mia-cucina-secaucus-5","pizza","Pizza","","","","","40.79093","-74.05946","(201) 553-9711","7623.71792359","BQD2hBBOftUxLj-S1ENDzA","https://s3-media1.fl.yelpcdn.com/bphoto/G1QzA85nPuPD-6DTbWwROg/o.jpg","False","161 Front St","None","None","Secaucus","US","161 Front St","Secaucus, NJ 07094","","","NJ","07094","La Mia Cucina","+12015539711","$$","3.0","51","delivery","pickup","","https://www.yelp.com/biz/la-mia-cucina-secaucus-5?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"dorrians-red-hand-new-york","tradamerican","American (Traditional)","sportsbars","Sports Bars","burgers","Burgers","40.77641","-73.95259","(212) 772-6660","2829.3258204","IIvXlBTC9-Yy3k7H4t88IQ","https://s3-media3.fl.yelpcdn.com/bphoto/HAQWpQ0W-VBsF0VqoYmuTA/o.jpg","False","1616 2nd Ave","","","New York","US","1616 2nd Ave","New York, NY 10028","","","NY","10028","Dorrian's Red Hand","+12127726660","$$","3.0","186","delivery","pickup","","https://www.yelp.com/biz/dorrians-red-hand-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"da-raffaele-new-york","italian","Italian","","","","","40.7535386913","-73.9666010812","(646) 895-9849","1247.24677526","26emJlm1YMFyOCezfgVk4g","https://s3-media2.fl.yelpcdn.com/bphoto/lWbpragVCD-9rMEOSBwrbg/o.jpg","False","883 First Ave","","","New York","US","883 First Ave","New York, NY 10022","","","NY","10022","Da Raffaele","+16468959849","$$","4.5","133","","","","https://www.yelp.com/biz/da-raffaele-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"rubys-cafe-new-york-2","burgers","Burgers","coffee","Coffee & Tea","breakfast_brunch","Breakfast & Brunch","40.7223","-73.99623","(212) 925-5755","4470.22556984","hGo9KArKThuOKxNbwmNpoA","https://s3-media1.fl.yelpcdn.com/bphoto/287V9G5bcJCuisJrUPhuAg/o.jpg","False","219 Mulberry St","None","","New York","US","219 Mulberry St","New York, NY 10012","","","NY","10012","Ruby's Cafe","+12129255755","$$","4.0","997","delivery","pickup","","https://www.yelp.com/biz/rubys-cafe-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"hawkers-new-york","asianfusion","Asian Fusion","breakfast_brunch","Breakfast & Brunch","","","40.73298","-73.98606","(212) 982-1688","3094.20536335","VFm8KI_no47AOHUDYYGTVA","https://s3-media2.fl.yelpcdn.com/bphoto/j5qJbykB0yWQhEZThb7GzQ/o.jpg","False","225 E 14th St","None","","New York","US","225 E 14th St","New York, NY 10003","","","NY","10003","Hawkers","+12129821688","$$","3.0","223","delivery","pickup","","https://www.yelp.com/biz/hawkers-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"uno-pizzeria-and-grill-new-york-3","pizza","Pizza","gluten_free","Gluten-Free","tradamerican","American (Traditional)","40.7832","-73.97479","(212) 595-4700","2574.15226209","OKSmyG8IAXOiIfGjcPkiEQ","https://s3-media4.fl.yelpcdn.com/bphoto/pbgZx8qQN8Md_t6DozsDxg/o.jpg","False","432 Columbus Ave.","","","New York","US","432 Columbus Ave.","New York, NY 10024","","","NY","10024","Uno Pizzeria & Grill","+12125954700","$$","2.5","212","delivery","pickup","","https://www.yelp.com/biz/uno-pizzeria-and-grill-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"pizza-beach-new-york","pizza","Pizza","newamerican","American (New)","burgers","Burgers","40.7754848","-73.9566053","(646) 666-0819","2513.89395305","bRumgI6cB9ok8zfTkfYkPA","https://s3-media3.fl.yelpcdn.com/bphoto/p4StHuVB-opGA_iZ-ZuG1w/o.jpg","False","1426 3rd Ave","","","New York","US","1426 3rd Ave","New York, NY 10028","","","NY","10028","Pizza Beach","+16466660819","$$","3.0","250","delivery","pickup","","https://www.yelp.com/biz/pizza-beach-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"rose-bar-new-york","lounges","Lounges","","","","","40.7385430411","-73.985755","(212) 920-3300","2486.08041495","OL0tLwE5Er1JX2dtEjjerg","https://s3-media1.fl.yelpcdn.com/bphoto/ntk9SvydLocJFwDKM9q8GQ/o.jpg","False","2 Lexington Ave","","","New York","US","2 Lexington Ave","New York, NY 10010","","","NY","10010","Rose Bar","+12129203300","$$$","3.5","304","","","","https://www.yelp.com/biz/rose-bar-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"valbella-new-york-3","italian","Italian","venues","Venues & Event Spaces","steak","Steakhouses","40.7409181","-74.0068885","(212) 645-7777","3212.85806766","zyU01gN5mTEWsmd5FGzqDg","https://s3-media2.fl.yelpcdn.com/bphoto/4FeaU7UIwPPZBYtEIn6TMQ/o.jpg","False","421 W 13th St","None","","New York","US","421 W 13th St","New York, NY 10014","","","NY","10014","Valbella","+12126457777","$$$$","4.0","210","","","","https://www.yelp.com/biz/valbella-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"vol-de-nuit-new-york","lounges","Lounges","beerbar","Beer Bar","","","40.731319","-74.000663","(212) 982-3388","3712.14412025","jL8f3gumMouGcQKr2M15Ng","https://s3-media3.fl.yelpcdn.com/bphoto/xmvWh3ETEH95g4YWQiN3Hw/o.jpg","False","148 W 4th St","","","New York","US","148 W 4th St","New York, NY 10012","","","NY","10012","Vol de Nuit","+12129823388","$$","4.0","475","","","","https://www.yelp.com/biz/vol-de-nuit-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"piccola-cucina-osteria-new-york","italian","Italian","","","","","40.72506","-74.00322","(646) 478-7488","4434.85028086","qBGKigOGn_flCx1apxPzlA","https://s3-media2.fl.yelpcdn.com/bphoto/Fyebq2cpaMVkz8cH3vBKNA/o.jpg","False","196 Spring St","","","New York","US","196 Spring St","New York, NY 10012","","","NY","10012","Piccola Cucina Osteria","+16464787488","$$","4.5","335","pickup","","","https://www.yelp.com/biz/piccola-cucina-osteria-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"trattoria-pesce-pasta-new-york","italian","Italian","","","","","40.73115","-74.00319","(212) 645-2993","3839.02848015","_V7YsDQ4Lb41rqfkuPzm1w","https://s3-media4.fl.yelpcdn.com/bphoto/wNIP7ndwFL2zm1XP6NMmyQ/o.jpg","False","262 Bleecker St","","","New York","US","262 Bleecker St","New York, NY 10014","","","NY","10014","Trattoria Pesce Pasta","+12126452993","$$","4.0","205","delivery","pickup","","https://www.yelp.com/biz/trattoria-pesce-pasta-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"sahara-east-new-york-2","mideastern","Middle Eastern","hookah_bars","Hookah Bars","coffee","Coffee & Tea","40.7294197097","-73.9835608444","(212) 353-9000","3450.70190922","5TJdeGTJSOPjfJvGGO9cRw","https://s3-media1.fl.yelpcdn.com/bphoto/PE5HSQuY6Apkap2T7fKC3g/o.jpg","False","184 1st Ave","","","New York","US","184 1st Ave","New York, NY 10009","","","NY","10009","Sahara East","+12123539000","$$","3.0","205","delivery","pickup","","https://www.yelp.com/biz/sahara-east-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"pasquale-jones-new-york","italian","Italian","pizza","Pizza","","","40.7210341671","-73.9967492344","(917) 472-7230","4620.01624982","AWeQkgJ0uzNr5YxFr2Bx8g","https://s3-media3.fl.yelpcdn.com/bphoto/nmrhNjJtoGzgGXmLAx9ugQ/o.jpg","False","187 Mulberry St","","","New York","US","187 Mulberry St","New York, NY 10012","","","NY","10012","Pasquale Jones","+19174727230","$$$","3.5","175","","","","https://www.yelp.com/biz/pasquale-jones-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"my-cooking-party-new-york","eventplanning","Party & Event Planning","cookingschools","Cooking Schools","teambuilding","Team Building Activities","40.744388","-73.98986","(212) 686-2433","2003.05102889","MiA2ZBGM6jl_hq4WllcRTA","https://s3-media2.fl.yelpcdn.com/bphoto/zjQ9-2pCSkLPn_3oYvAfCw/o.jpg","False","25 W 26th St","None","","New York","US","25 W 26th St","New York, NY 10001","","","NY","10001","My Cooking Party","+12126862433","","4.5","47","","","","https://www.yelp.com/biz/my-cooking-party-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"da-noi-new-york-5","italian","Italian","venues","Venues & Event Spaces","","","40.75471","-73.97067","(212) 754-5710","892.340597149","aPmTYRZ6mYgpvpNpmI_Wdg","https://s3-media1.fl.yelpcdn.com/bphoto/mf0N_mUfgiQq_TzZFDLZQQ/o.jpg","False","214 E 49th St","","","New York","US","214 E 49th St","New York, NY 10017","","","NY","10017","Da Noi","+12127545710","$$$","4.0","123","delivery","pickup","","https://www.yelp.com/biz/da-noi-new-york-5?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"gigino-trattoria-new-york","italian","Italian","pizza","Pizza","","","40.71726","-74.01055","(212) 431-1112","5482.08126244","ZlwjT-jygnYqM5qDE0CuLQ","https://s3-media4.fl.yelpcdn.com/bphoto/c32qLASAOkMghv2aEbCKqA/o.jpg","False","323 Greenwich St","","","New York","US","323 Greenwich St","New York, NY 10013","","","NY","10013","Gigino Trattoria","+12124311112","$$","3.5","234","delivery","pickup","","https://www.yelp.com/biz/gigino-trattoria-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"public-house-new-york","sportsbars","Sports Bars","burgers","Burgers","chicken_wings","Chicken Wings","40.7504856","-73.976214","(212) 682-3710","1112.70751928","13Y2x5Yzui2Df8Sg9ktHYQ","https://s3-media1.fl.yelpcdn.com/bphoto/9hcFFb0k7z2OaooqLULzcQ/o.jpg","False","140 E 41st St","","","New York","US","140 E 41st St","New York, NY 10017","","","NY","10017","Public House","+12126823710","$$","2.5","499","delivery","pickup","","https://www.yelp.com/biz/public-house-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"mad-dog-and-beans-mexican-cantina-new-york-2","mexican","Mexican","bars","Bars","","","40.704168","-74.010261","(212) 269-1177","6782.41408466","DTKKEogIt2wQm4UULYVGug","https://s3-media3.fl.yelpcdn.com/bphoto/tdMt8_hMLtcC1yCtYemMPQ/o.jpg","False","83 Pearl St","","","New York","US","83 Pearl St","New York, NY 10004","","","NY","10004","Mad Dog & Beans Mexican Cantina","+12122691177","$$","3.5","768","restaurant_reservation","delivery","pickup","https://www.yelp.com/biz/mad-dog-and-beans-mexican-cantina-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"doughnut-plant-new-york-2","donuts","Donuts","coffee","Coffee & Tea","","","40.7444886","-73.9969095","(212) 505-3700","2339.91820221","XskangHFq3JD9klJFuGH8w","https://s3-media3.fl.yelpcdn.com/bphoto/fWQr9CAxSWHF1ZX2pA6EDw/o.jpg","False","220 W 23rd St","","","New York","US","220 W 23rd St","New York, NY 10011","","","NY","10011","Doughnut Plant","+12125053700","$$","4.0","2351","","","","https://www.yelp.com/biz/doughnut-plant-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"jajaja-new-york","mexican","Mexican","vegan","Vegan","bars","Bars","40.7141530317","-73.9904247969","(646) 883-5453","5219.44762395","XipQLDbyTl5tsLlyzAWzug","https://s3-media2.fl.yelpcdn.com/bphoto/QaIhCEp1FpU3a2teWQh6mA/o.jpg","False","162 E Broadway","","None","New York","US","162 E Broadway","New York, NY 10002","","","NY","10002","Jajaja","+16468835453","$$","4.5","484","","","","https://www.yelp.com/biz/jajaja-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"nonna-beppa-soho-new-york","italian","Italian","pastashops","Pasta Shops","","","40.72564","-74.00713","(917) 639-3996","4565.16872299","4YWAdkX4To7SGTRo-A_Wsw","https://s3-media1.fl.yelpcdn.com/bphoto/xyrnkXa6SZkznAt6lj3iKQ/o.jpg","False","290 Hudson St","None","","New York","US","290 Hudson St","New York, NY 10013","","","NY","10013","Nonna Beppa Soho","+19176393996","","4.0","28","delivery","","","https://www.yelp.com/biz/nonna-beppa-soho-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"feinsteins-54-below-new-york-3","lounges","Lounges","cabaret","Cabaret","venues","Venues & Event Spaces","40.7644499","-73.98371","(646) 476-3551","640.188248356","WgbN2MUhl2XOsczONV7uSA","https://s3-media3.fl.yelpcdn.com/bphoto/JBkTsIf2QDtr2N_tyTcfBg/o.jpg","False","254 W 54th St","","","New York","US","254 W 54th St","New York, NY 10019","","","NY","10019","Feinstein's/54 Below","+16464763551","$$$","4.0","157","","","","https://www.yelp.com/biz/feinsteins-54-below-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"checkers-new-york-71","hotdogs","Fast Food","burgers","Burgers","","","40.7309634092","-73.9828884602","(212) 777-1115","3273.55416015","64peTkYruhl1XWdSTwDOHQ","https://s3-media2.fl.yelpcdn.com/bphoto/ALID68AEdu8IgCkFsi1yzA/o.jpg","False","225 1st Ave.","","","New York","US","225 1st Ave.","New York, NY 10003","","","NY","10003","Checkers","+12127771115","$","3.0","23","delivery","pickup","","https://www.yelp.com/biz/checkers-new-york-71?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"piccolo-angolo-restaurant-new-york","italian","Italian","","","","","40.7378601856","-74.005805254","(212) 229-9177","3386.65257844","ZVa3-O6LMxZXSpKG0J1h-w","https://s3-media2.fl.yelpcdn.com/bphoto/VXWcVXLN4XyCCPshNw16fA/o.jpg","False","621 Hudson St","","","New York","US","621 Hudson St","New York, NY 10014","","","NY","10014","Piccolo Angolo Restaurant","+12122299177","$$","4.0","487","restaurant_reservation","delivery","pickup","https://www.yelp.com/biz/piccolo-angolo-restaurant-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"paesano-of-mulberry-street-new-york","italian","Italian","salad","Salad","seafood","Seafood","40.718624","-73.997665","(212) 965-1188","4898.45160676","OCTiJwvjoK81WoDwsTkFvA","https://s3-media2.fl.yelpcdn.com/bphoto/yN9ARCE3LF6u9E0yN5WpIw/o.jpg","False","136 Mulberry St","","","New York","US","136 Mulberry St","New York, NY 10013","","","NY","10013","Paesano of Mulberry Street","+12129651188","$$","4.0","568","restaurant_reservation","pickup","","https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"p-e-and-d-d-fish-stand-new-york","foodstands","Food Stands","","","","","40.735931818","-73.9913279572","","2908.35191731","B6TKTsw12c4z_T3Y9BFEQQ","https://s3-media1.fl.yelpcdn.com/bphoto/GXN2rE2qXM2ufSCRSmuGJw/o.jpg","False","Union Square W","","E 15th St","New York","US","Union Square W","E 15th St","New York, NY 10003","","NY","10003","P.E. & D.D. Fish Stand","","$$$","5.0","14","","","","https://www.yelp.com/biz/p-e-and-d-d-fish-stand-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"white-horse-tavern-new-york","pubs","Pubs","burgers","Burgers","","","40.7357","-74.00616","(212) 989-3956","3591.10039228","HPZ1K623Ve_yR6DLY4UbQA","https://s3-media3.fl.yelpcdn.com/bphoto/VE9YwXfhMN6aiRxM6uEslg/o.jpg","False","567 Hudson St","","","New York","US","567 Hudson St","New York, NY 10014","","","NY","10014","White Horse Tavern","+12129893956","$$","2.5","340","","","","https://www.yelp.com/biz/white-horse-tavern-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"brother-jimmys-bbq-new-york-2","bbq","Barbeque","southern","Southern","burgers","Burgers","40.7500749013","-73.9947574525","(212) 967-7603","1773.81061397","_fLkAgigkhOnzZMj7uHZ1A","https://s3-media3.fl.yelpcdn.com/bphoto/GKcSszkKhlqjLHJgTRvWuA/o.jpg","False","416 8th Ave","","","New York","US","416 8th Ave","New York, NY 10021","","","NY","10021","Brother Jimmy's BBQ","+12129677603","$$","3.0","545","delivery","pickup","","https://www.yelp.com/biz/brother-jimmys-bbq-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-hangar-bar-new-york","gaybars","Gay Bars","wine_bars","Wine Bars","lounges","Lounges","40.73341","-74.00544","(212) 627-2044","3746.64877929","lZZYq01zQScZ6TqiS9KvAw","https://s3-media1.fl.yelpcdn.com/bphoto/CbWHyIkxJBavDNSzA0wi2g/o.jpg","False","115 Christopher St","","","New York","US","115 Christopher St","New York, NY 10014","","","NY","10014","The Hangar Bar","+12126272044","$","3.5","35","","","","https://www.yelp.com/biz/the-hangar-bar-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-meatball-shop-new-york-11","bars","Bars","italian","Italian","sandwiches","Sandwiches","40.7651804928","-73.9874866667","(212) 230-5860","936.839631604","VgIiCZoUnujSMZATByk77Q","https://s3-media1.fl.yelpcdn.com/bphoto/9nj1zUt5xI0CWeR1mt-meg/o.jpg","False","798 9th Ave","","None","New York","US","798 9th Ave","New York, NY 10019","","","NY","10019","The Meatball Shop","+12122305860","$$","4.0","269","delivery","pickup","","https://www.yelp.com/biz/the-meatball-shop-new-york-11?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"gemma-new-york","italian","Italian","","","","","40.72609","-73.99166","(212) 505-7300","3956.77997296","dMrF98GlFYIPKYY5NVZHbw","https://s3-media2.fl.yelpcdn.com/bphoto/k1MpnJz6PIJ3M0TXbGH2dQ/o.jpg","False","335 Bowery","","","New York","US","335 Bowery","New York, NY 10003","","","NY","10003","Gemma","+12125057300","$$$","3.5","604","","","","https://www.yelp.com/biz/gemma-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"bd-famous-pizza-new-york","pizza","Pizza","","","","","40.7181","-73.98589","(646) 756-5888","4720.73626169","WmXVp2b6HBSO4fzxQArdYg","https://s3-media4.fl.yelpcdn.com/bphoto/9OODFLB46Pd7sbNoClxUsg/o.jpg","False","156 Delancey St","","None","New York","US","156 Delancey St","New York, NY 10002","","","NY","10002","BD Famous Pizza","+16467565888","","3.5","3","delivery","pickup","","https://www.yelp.com/biz/bd-famous-pizza-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"burrito-loco-new-york","mexican","Mexican","","","","","40.73195","-74.00154","(212) 675-1977","3692.87159875","fTyE8UGWb_4Q05fd_H6YPg","https://s3-media2.fl.yelpcdn.com/bphoto/oXUyPUZ6CfLV0miBU865sw/o.jpg","False","166 W 4th St","","","New York","US","166 W 4th St","New York, NY 10014","","","NY","10014","Burrito Loco","+12126751977","$$","3.0","253","restaurant_reservation","delivery","pickup","https://www.yelp.com/biz/burrito-loco-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"island-burgers-and-shakes-new-york","tradamerican","American (Traditional)","burgers","Burgers","sandwiches","Sandwiches","40.76421","-73.98802","(212) 307-7934","917.080036416","HgOdD_mKDldva0eIoa3Z5g","https://s3-media1.fl.yelpcdn.com/bphoto/0ejEFyLfS0scAubor7nBDw/o.jpg","False","766 9th Ave","","","New York","US","766 9th Ave","New York, NY 10019","","","NY","10019","Island Burgers & Shakes","+12123077934","$$","4.0","666","delivery","pickup","","https://www.yelp.com/biz/island-burgers-and-shakes-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"taco-playa-new-york-2","mexican","Mexican","bars","Bars","venues","Venues & Event Spaces","40.70737","-74.00269","(212) 532-1519","6219.51396589","ECj6_ovNLQ3wbTxIDOmfwQ","https://s3-media1.fl.yelpcdn.com/bphoto/1eUxUwleduhXaMaxcIEdwQ/o.jpg","False","212 Front St","","None","New York","US","212 Front St","New York, NY 10038","","","NY","10038","Taco Playa","+12125321519","","4.0","18","","","","https://www.yelp.com/biz/taco-playa-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
